"Категория";"URL категории";"Товар";"Вариант";"Описание";"Цена";"URL";"Изображение";"Артикул";"Количество";"Активность";"Заголовок [SEO]";"Ключевые слова [SEO]";"Описание [SEO]";"Старая цена";"Рекомендуемый";"Новый";"Сортировка";"Вес";"Связанные артикулы";"Смежные категории";"Ссылка на товар";"Валюта";"Свойства"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75-CR-L";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: левая</div><div>Тип петли: накладная</div>";"32.97";;"14_kedr-petli-syemnie.jpg[:param:][alt=KEDR 100*75-CR-L][title=KEDR 100*75-CR-L]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75-CR-R";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: правая</div><div>Тип петли: накладная</div>";"32.97";;"15_kedr-petli-syemnie.jpg[:param:][alt=KEDR 100*75-CR-R][title=KEDR 100*75-CR-R]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75-G-L";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: левая</div><div>Тип петли: накладная</div>";"32.97";;"16_kedr-petli-syemnie.jpg[:param:][alt=KEDR 100*75-G-L][title=KEDR 100*75-G-L]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75-G-R";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: правая</div><div>Тип петли: накладная</div>";"32.97";;"17_kedr-petli-syemnie.jpg[:param:][alt=KEDR 100*75-G-R][title=KEDR 100*75-G-R]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75-S-L";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: левая</div><div>Тип петли: накладная</div>";"32.97";;"18_kedr-petli-syemnie.jpg[:param:][alt=KEDR 100*75-S-L][title=KEDR 100*75-S-L]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75-S-R";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: правая</div><div>Тип петли: накладная</div>";"32.97";;"19_kedr-petli-syemnie.jpg[:param:][alt=KEDR 100*75-S-R][title=KEDR 100*75-S-R]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75-AB-L";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: левая</div><div>Тип петли: накладная</div>";"38.18";;"22_kedr-petli-syemnie.jpg[:param:][alt=KEDR 125*75-AB-L][title=KEDR 125*75-AB-L]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75-AB-R";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: правая</div><div>Тип петли: накладная</div>";"38.18";;"23_kedr-petli-syemnie.jpg[:param:][alt=KEDR 125*75-AB-R][title=KEDR 125*75-AB-R]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75-CR-L";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: левая</div><div>Тип петли: накладная</div>";"38.18";;"24_kedr-petli-syemnie.jpg[:param:][alt=KEDR 125*75-CR-L][title=KEDR 125*75-CR-L]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75-CR-R";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: правая</div><div>Тип петли: накладная</div>";"38.18";;"25_kedr-petli-syemnie.jpg[:param:][alt=KEDR 125*75-CR-R][title=KEDR 125*75-CR-R]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75-G-L";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: левая</div><div>Тип петли: накладная</div>";"38.18";;"26_kedr-petli-syemnie.jpg[:param:][alt=KEDR 125*75-G-L][title=KEDR 125*75-G-L]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75-G-R";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: правая</div><div>Тип петли: накладная</div>";"38.18";;"27_kedr-petli-syemnie.jpg[:param:][alt=KEDR 125*75-G-R][title=KEDR 125*75-G-R]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75-S-L";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: левая</div><div>Тип петли: накладная</div>";"38.18";;"28_kedr-petli-syemnie.jpg[:param:][alt=KEDR 125*75-S-L][title=KEDR 125*75-S-L]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75-S-R";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Сторона открывания: правая</div><div>Тип петли: накладная</div>";"38.18";;"29_kedr-petli-syemnie.jpg[:param:][alt=KEDR 125*75-S-R][title=KEDR 125*75-S-R]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75*2.5-B4-AB";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"37.48";;"30_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 125*75*2.5-B4-AB][title=KEDR 125*75*2.5-B4-AB]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75*2.5-B4-CR";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"37.48";;"31_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 125*75*2.5-B4-CR][title=KEDR 125*75*2.5-B4-CR]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75*2.5-B4-G";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"37.48";;"32_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 125*75*2.5-B4-G][title=KEDR 125*75*2.5-B4-G]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 125*75*2.5-B4-S";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"37.48";;"33_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 125*75*2.5-B4-S][title=KEDR 125*75*2.5-B4-S]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
"Дверная фурнитура/Кедр/KEDR Петли";"door-furniture/kedr/KEDR-petli";"KEDR 100*75*2.5-B4-AB";;"<div>Петли разъемные KEDR, с помощью которых дверь прикрепляется к раме, изготовлены из высококачественной стали. Преимущество разъемных петель в том, что они позволяют снять дверь с рамы, не снимая петель.</div><div></div><div>Материал: сталь</div><div>Покрытие: гальваническое покрытие</div><div>Тип петли: накладная</div>";"32.97";;"34_kedr-razdvizh-sistema.jpg[:param:][alt=KEDR 100*75*2.5-B4-AB][title=KEDR 100*75*2.5-B4-AB]";;"-1";"1";;;;;"0";"0";;"0";;;;"UAH";"Тип=KEDR Петли&Страна-производитель товара=Фабричный Китай&Цвет покрытия=null&Производитель=[type=assortmentCheckBox value=Кедр product_margin=Милано|Новый Стиль|Стеко|Арма|Апекс|Века|Омис|Кроноспан|Tower Floor|Кедр|Брама|НДС Двери|Marley|Agata Stal|Tikkurila]"
